road_key,road_name,measurements_count,stations_count,date_min,date_max,traffic_factor_latest,traffic_factor_max,traffic_factor_mean,vehicle_count_max,vehicle_count_mean,source_latest
aleje jerozolimskie,Al. Jerozolimskie,144,3,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.192,3998,1563.56,zdm_apr_real
aleje ujazdowskie,Al. Ujazdowskie,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,576,254.54,zdm_apr_real
arkuszowa,Arkuszowa,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,382,224.48,zdm_apr_real
bora-komorowskiego,Bora-Komorowskiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,841,356.44,zdm_apr_real
broniewskiego,Broniewskiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,648,358.85,zdm_apr_real
chełmżyńska,Chełmżyńska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,478,223.5,zdm_apr_real
czecha,Czecha,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.08,1574,852.48,zdm_apr_real
czerniakowska,Czerniakowska,96,2,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.18,2304,1285.86,zdm_apr_real
dolina służewiecka,Dolina Służewiecka,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.169,2071,1269.5,zdm_apr_real
drewny,Drewny,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.047,1302,680.77,zdm_apr_real
dywizjonu 303,Dywizjonu 303,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,476,204.42,zdm_apr_real
dźwigowa,Dźwigowa,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,807,490.38,zdm_apr_real
emilii plater,Emilii Plater,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,644,375.02,zdm_apr_real
estrady,Estrady,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,522,231.85,zdm_apr_real
gdańska,Gdańska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,69,39.4,zdm_apr_real
gierdziejewskiego,Gierdziejewskiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,764,381.46,zdm_apr_real
grochowska,Grochowska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,820,438.1,zdm_apr_real
grójecka,Grójecka,96,2,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.039,1520,588.84,zdm_apr_real
gwiaździsta,Gwiaździsta,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,215,92.02,zdm_apr_real
górczewska,Górczewska,96,2,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.022,1226,571.3,zdm_apr_real
głębocka,Głębocka,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.044,1387,697.6,zdm_apr_real
jagiellońska,Jagiellońska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.086,1773,878.71,zdm_apr_real
jana iii sobieskiego,Jana III Sobieskiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.003,1011,441.67,zdm_apr_real
janowiecka,Janowiecka,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,389,133.6,zdm_apr_real
kabacka,Kabacka,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,91,37.75,zdm_apr_real
kijowska,Kijowska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,569,253.25,zdm_apr_real
kobiałka,Kobiałka,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,295,118.67,zdm_apr_real
kolejowa,Kolejowa,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,335,155.98,zdm_apr_real
kopijników,Kopijników,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,724,394.71,zdm_apr_real
korbońskiego,Korbońskiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,493,178.1,zdm_apr_real
lazurowa,Lazurowa,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.003,1029,498.48,zdm_apr_real
leona kruczkowskiego,Leona Kruczkowskiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,644,290.85,zdm_apr_real
leszno,Leszno,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,750,415.52,zdm_apr_real
lewandów,Lewandów,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,542,222.1,zdm_apr_real
marsa,Marsa,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.2,3397,1497.44,zdm_apr_real
marszałkowska,Marszałkowska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,677,222.08,zdm_apr_real
marymoncka,Marymoncka,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.006,1123,478.19,zdm_apr_real
marynarska,Marynarska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.107,2116,980.27,zdm_apr_real
marywilska,Marywilska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.003,1002,601.25,zdm_apr_real
mickiewicza,Mickiewicza,96,2,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,609,189.03,zdm_apr_real
mińska,Mińska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,395,199.77,zdm_apr_real
modlińska,Modlińska,96,2,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.189,2839,1353.2,zdm_apr_real
most gdański,Most Gdański,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.074,1581,790.15,zdm_apr_real
most grota-roweckiego,Most Grota-Roweckiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.15,1.4,1.308,6217,3621.33,zdm_apr_real
most marii skłodowskiej-curie,Most Marii Skłodowskiej-Curie,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.168,3259,1272.85,zdm_apr_real
most poniatowskiego,Most Poniatowskiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.041,1783,725.62,zdm_apr_real
most siekierkowski,Most Siekierkowski,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.206,3411,1481.4,zdm_apr_real
most łazienkowski,Most Łazienkowski,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.275,3440,2130.9,zdm_apr_real
most śląsko-dąbrowski,Most Śląsko-Dąbrowski,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,819,568.5,zdm_apr_real
most świętokrzyski,Most Świętokrzyski,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,948,420.29,zdm_apr_real
niemcewicza (wesoła),Niemcewicza (Wesoła),48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,460,212.71,zdm_apr_real
nowoursynowska,Nowoursynowska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,486,243.77,zdm_apr_real
nowy świat,Nowy Świat,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,188,114.56,zdm_apr_real
odrowąża,Odrowąża,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,845,347.48,zdm_apr_real
okopowa,Okopowa,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.019,1338,582.23,zdm_apr_real
okuniewska,Okuniewska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,505,230.83,zdm_apr_real
ostródzka,Ostródzka,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,508,235.98,zdm_apr_real
patriotów (wsch.),Patriotów (wsch.),48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,592,296.75,zdm_apr_real
patriotów (zach.),Patriotów (zach.),48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,448,225.71,zdm_apr_real
pileckiego,Pileckiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,960,424.75,zdm_apr_real
poleczki,Poleczki,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,582,243.69,zdm_apr_real
powązkowska,Powązkowska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.009,1099,547.81,zdm_apr_real
połczyńska,Połczyńska,96,2,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.044,1637,688.17,zdm_apr_real
prosta,Prosta,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.084,1492,880.4,zdm_apr_real
puławska,Puławska,96,2,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.106,2290,927.43,zdm_apr_real
pułkowa,Pułkowa,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.148,2171,1200.19,zdm_apr_real
płaskowickiej,Płaskowickiej,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,634,336.06,zdm_apr_real
płochocińska,Płochocińska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,775,437.23,zdm_apr_real
płowiecka,Płowiecka,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.215,2842,1462.54,zdm_apr_real
radiowa,Radiowa,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,551,274.17,zdm_apr_real
radzymińska,Radzymińska,96,2,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.028,1325,472.46,zdm_apr_real
"rodowicza ""anody""","Rodowicza ""Anody""",48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.028,1316,671.88,zdm_apr_real
rolna,Rolna,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,547,204.25,zdm_apr_real
rzymowskiego,Rzymowskiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.098,1713,946.73,zdm_apr_real
solec,Solec,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,329,186.92,zdm_apr_real
słowackiego,Słowackiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.074,1756,844.1,zdm_apr_real
targowa,Targowa,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.025,1227,593.15,zdm_apr_real
towarowa,Towarowa,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,947,548.06,zdm_apr_real
trakt brzeski,Trakt Brzeski,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.095,1597,934.48,zdm_apr_real
trasa toruńska,Trasa Toruńska,96,2,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.242,4047,1752.05,zdm_apr_real
warszawska,Warszawska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,639,315.81,zdm_apr_real
waryńskiego,Waryńskiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.048,1533,738.21,zdm_apr_real
wawelska,Wawelska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.093,1663,976.48,zdm_apr_real
wał miedzeszyński,Wał Miedzeszyński,144,3,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.121,2511,1016.59,zdm_apr_real
widoczna,Widoczna,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,586,291.58,zdm_apr_real
wolska,Wolska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,838,490.5,zdm_apr_real
wybrzeże gdańskie,Wybrzeże Gdańskie,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.267,3565,2036.98,zdm_apr_real
wybrzeże gdyńskie,Wybrzeże Gdyńskie,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.241,2853,1615.38,zdm_apr_real
wybrzeże kościuszkowskie,Wybrzeże Kościuszkowskie,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.206,3056,1508.04,zdm_apr_real
wybrzeże szczecińskie,Wybrzeże Szczecińskie,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.09,1678,896.79,zdm_apr_real
wydawnicza,Wydawnicza,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,576,303.5,zdm_apr_real
zamoyskiego,Zamoyskiego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,435,220.77,zdm_apr_real
aleje 4 czerwca 1989 r.,al. 4 Czerwca 1989 r.,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.009,1030,573.19,zdm_apr_real
aleje jana pawła ii,al. Jana Pawła II,96,2,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.105,2038,982.65,zdm_apr_real
aleje komisji edukacji narodowej,al. Komisji Edukacji Narodowej,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.003,1103,505.31,zdm_apr_real
aleje krakowska,al. Krakowska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.063,1365,732.08,zdm_apr_real
aleje niepodległości,al. Niepodległości,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.084,1476,880.83,zdm_apr_real
aleje prymasa tysiąclecia,al. Prymasa Tysiąclecia,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.15,1.4,1.289,3985,2303.4,zdm_apr_real
aleje solidarności,al. Solidarności,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.031,1414,685.02,zdm_apr_real
aleje stanów zjednoczonych,al. Stanów Zjednoczonych,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.099,1834,993.33,zdm_apr_real
aleje sztandarów,al. Sztandarów,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,149,43.73,zdm_apr_real
aleje waszyngtona,al. Waszyngtona,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,879,382.77,zdm_apr_real
aleje wilanowska,al. Wilanowska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.003,1011,542.12,zdm_apr_real
aleje witosa,al. Witosa,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.172,2518,1304.23,zdm_apr_real
cell_u3qbdg,cell_u3qbdg,1,1,2026-06-01 18:23:56.973972,2026-06-01 18:23:56.973972,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbdu,cell_u3qbdu,1,1,2026-06-01 18:23:49.813781,2026-06-01 18:23:49.813781,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbe4,cell_u3qbe4,1,1,2026-06-01 18:23:46.747561,2026-06-01 18:23:46.747561,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbe5,cell_u3qbe5,1,1,2026-06-01 18:23:46.307539,2026-06-01 18:23:46.307539,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbe6,cell_u3qbe6,1,1,2026-06-01 18:23:23.333820,2026-06-01 18:23:23.333820,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbe7,cell_u3qbe7,1,1,2026-06-01 18:23:49.465685,2026-06-01 18:23:49.465685,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbec,cell_u3qbec,1,1,2026-06-01 18:23:56.873148,2026-06-01 18:23:56.873148,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbed,cell_u3qbed,1,1,2026-06-01 18:23:22.314108,2026-06-01 18:23:22.314108,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbee,cell_u3qbee,1,1,2026-06-01 18:23:26.675539,2026-06-01 18:23:26.675539,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbef,cell_u3qbef,1,1,2026-06-01 18:23:45.963469,2026-06-01 18:23:45.963469,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbeg,cell_u3qbeg,1,1,2026-06-01 18:23:50.025325,2026-06-01 18:23:50.025325,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbeh,cell_u3qbeh,1,1,2026-06-01 18:23:24.827270,2026-06-01 18:23:24.827270,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbej,cell_u3qbej,1,1,2026-06-01 18:23:56.552045,2026-06-01 18:23:56.552045,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbek,cell_u3qbek,1,1,2026-06-01 18:23:37.630417,2026-06-01 18:23:37.630417,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbem,cell_u3qbem,1,1,2026-06-01 18:23:45.834092,2026-06-01 18:23:45.834092,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbep,cell_u3qbep,1,1,2026-06-01 18:23:39.597097,2026-06-01 18:23:39.597097,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbeq,cell_u3qbeq,1,1,2026-06-01 18:23:49.693813,2026-06-01 18:23:49.693813,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qber,cell_u3qber,1,1,2026-06-01 18:23:18.362500,2026-06-01 18:23:18.362500,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbes,cell_u3qbes,1,1,2026-06-01 18:23:48.422109,2026-06-01 18:23:48.422109,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbet,cell_u3qbet,1,1,2026-06-01 18:23:46.851793,2026-06-01 18:23:46.851793,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbeu,cell_u3qbeu,1,1,2026-06-01 18:23:35.081407,2026-06-01 18:23:35.081407,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbev,cell_u3qbev,1,1,2026-06-01 18:23:34.546900,2026-06-01 18:23:34.546900,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbew,cell_u3qbew,1,1,2026-06-01 18:23:41.282369,2026-06-01 18:23:41.282369,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbex,cell_u3qbex,1,1,2026-06-01 18:23:33.553191,2026-06-01 18:23:33.553191,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbey,cell_u3qbey,1,1,2026-06-01 18:23:19.012799,2026-06-01 18:23:19.012799,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbez,cell_u3qbez,1,1,2026-06-01 18:22:47.026216,2026-06-01 18:22:47.026216,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbfb,cell_u3qbfb,1,1,2026-06-01 18:23:53.709956,2026-06-01 18:23:53.709956,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbff,cell_u3qbff,1,1,2026-06-01 18:23:51.948016,2026-06-01 18:23:51.948016,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbfg,cell_u3qbfg,1,1,2026-06-01 18:23:19.410613,2026-06-01 18:23:19.410613,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbfu,cell_u3qbfu,1,1,2026-06-01 18:23:27.224365,2026-06-01 18:23:27.224365,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbfv,cell_u3qbfv,1,1,2026-06-01 18:23:29.573663,2026-06-01 18:23:29.573663,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbfy,cell_u3qbfy,1,1,2026-06-01 18:23:17.934769,2026-06-01 18:23:17.934769,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbfz,cell_u3qbfz,1,1,2026-06-01 18:23:27.729199,2026-06-01 18:23:27.729199,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbg0,cell_u3qbg0,1,1,2026-06-01 18:23:13.108495,2026-06-01 18:23:13.108495,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbg1,cell_u3qbg1,1,1,2026-06-01 18:23:15.205663,2026-06-01 18:23:15.205663,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbg2,cell_u3qbg2,1,1,2026-06-01 18:23:23.429960,2026-06-01 18:23:23.429960,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbg3,cell_u3qbg3,1,1,2026-06-01 18:22:57.713727,2026-06-01 18:22:57.713727,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbg4,cell_u3qbg4,1,1,2026-06-01 18:23:13.733265,2026-06-01 18:23:13.733265,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbg5,cell_u3qbg5,1,1,2026-06-01 18:23:05.937622,2026-06-01 18:23:05.937622,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbg6,cell_u3qbg6,1,1,2026-06-01 18:23:30.493607,2026-06-01 18:23:30.493607,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbg7,cell_u3qbg7,1,1,2026-06-01 18:23:20.373985,2026-06-01 18:23:20.373985,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbg8,cell_u3qbg8,1,1,2026-06-01 18:23:32.832887,2026-06-01 18:23:32.832887,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbg9,cell_u3qbg9,1,1,2026-06-01 18:23:22.736059,2026-06-01 18:23:22.736059,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgb,cell_u3qbgb,1,1,2026-06-01 18:23:30.714692,2026-06-01 18:23:30.714692,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgc,cell_u3qbgc,1,1,2026-06-01 18:23:15.978961,2026-06-01 18:23:15.978961,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgd,cell_u3qbgd,1,1,2026-06-01 18:23:24.183193,2026-06-01 18:23:24.183193,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbge,cell_u3qbge,1,1,2026-06-01 18:23:06.288219,2026-06-01 18:23:06.288219,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbgf,cell_u3qbgf,1,1,2026-06-01 18:23:14.529827,2026-06-01 18:23:14.529827,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgg,cell_u3qbgg,1,1,2026-06-01 18:23:18.796196,2026-06-01 18:23:18.796196,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgh,cell_u3qbgh,1,1,2026-06-01 18:22:48.011760,2026-06-01 18:22:48.011760,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgj,cell_u3qbgj,1,1,2026-06-01 18:22:48.661783,2026-06-01 18:22:48.661783,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgk,cell_u3qbgk,1,1,2026-06-01 18:23:16.263372,2026-06-01 18:23:16.263372,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgm,cell_u3qbgm,1,1,2026-06-01 18:22:51.601602,2026-06-01 18:22:51.601602,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgn,cell_u3qbgn,1,1,2026-06-01 18:22:44.541840,2026-06-01 18:22:44.541840,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgp,cell_u3qbgp,1,1,2026-06-01 18:23:23.650995,2026-06-01 18:23:23.650995,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgq,cell_u3qbgq,1,1,2026-06-01 18:23:00.270543,2026-06-01 18:23:00.270543,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbgr,cell_u3qbgr,1,1,2026-06-01 18:23:14.244412,2026-06-01 18:23:14.244412,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgs,cell_u3qbgs,1,1,2026-06-01 18:23:25.463721,2026-06-01 18:23:25.463721,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgt,cell_u3qbgt,1,1,2026-06-01 18:22:56.733070,2026-06-01 18:22:56.733070,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgu,cell_u3qbgu,1,1,2026-06-01 18:23:12.779174,2026-06-01 18:23:12.779174,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgv,cell_u3qbgv,1,1,2026-06-01 18:23:24.073753,2026-06-01 18:23:24.073753,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgw,cell_u3qbgw,1,1,2026-06-01 18:23:12.893340,2026-06-01 18:23:12.893340,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbgx,cell_u3qbgx,1,1,2026-06-01 18:22:48.549375,2026-06-01 18:22:48.549375,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbgy,cell_u3qbgy,1,1,2026-06-01 18:23:08.357033,2026-06-01 18:23:08.357033,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbgz,cell_u3qbgz,1,1,2026-06-01 18:22:53.046457,2026-06-01 18:22:53.046457,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbs1,cell_u3qbs1,1,1,2026-06-01 18:23:50.857462,2026-06-01 18:23:50.857462,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbs4,cell_u3qbs4,1,1,2026-06-01 18:23:01.325510,2026-06-01 18:23:01.325510,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbs5,cell_u3qbs5,1,1,2026-06-01 18:23:30.821330,2026-06-01 18:23:30.821330,1.0,1.0,1.0,0,0.0,tomtom_real_time
